"track_name","track_artist","track_popularity","danceability","energy","speechiness","valence"
"Papaoutai","Stromae",15,73,82,9,25
"Alors On Danse - Radio Edit","Stromae",20,79,59,8,71
"No L's","Jerry Purpdrank",36,49,73,24,30
"All The Way Up","Fat Joe",68,54,72,39,39
"In Da Club","50 Cent",77,90,71,37,78
"Candy Shop","50 Cent",7,62,58,47,73
"P.I.M.P.","50 Cent",74,71,77,35,85
"How Low","Ludacris",2,78,50,5,42
"All Night (feat. Knox Fortune)","Chance the Rapper",69,70,78,20,39
"Too Good","Drake",12,80,65,12,39
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",77,50,79,32,74
"Work","Rihanna",16,72,53,9,56
"No Problem (feat. Lil Wayne & 2 Chainz)","Chance the Rapper",74,65,80,17,79
"No Words - Skit","Hopsin",38,73,58,43,76
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)","A$AP Ferg",71,84,73,14,28
"FDT - Pt. 2","YG",0,81,55,46,31
"Nasty Freestyle","T-Wayne",65,78,47,22,41
"Calabria - Firebeatz Remix","Rune RK",3,64,88,7,40
"Rack City","Tyga",64,93,34,37,27
"I Know","Big Sean",67,74,33,8,27
"In My Room (feat. Ty Dolla $ign & Tyga)","Mustard",61,74,87,4,81
"Starships","Nicki Minaj",73,75,72,8,75
"Play Hard (feat. Ne-Yo & Akon)","David Guetta",66,69,92,5,80
"Memories (feat. Kid Cudi)","David Guetta",66,55,90,23,47
"Wild Ones (feat. Sia)","Flo Rida",76,61,86,6,44
"Yeah! (feat. Lil Jon & Ludacris)","Usher",79,89,79,11,58
"Ride Out","Kid Ink",62,70,80,10,54
"Loyal","Chris Brown",11,84,51,4,65
"Baller Alert","Tyga",0,71,64,25,59
"Sorry","Justin Bieber",21,65,76,4,41
"Bad Bitch","YG",9,88,50,24,34
"See You Again (feat. Charlie Puth)","Wiz Khalifa",18,69,48,8,28
"Again","Fetty Wap",68,75,73,7,29
"1 of 1","Tyga",55,68,57,38,70
"Summer In The Winter (feat. Omarion)","Kid Ink",45,74,49,21,78
"Pop It","Tyga",37,91,45,8,9
"Trumpets - Radio Mix","Sak Noel",0,57,73,32,36
"Post to Be (feat. Chris Brown & Jhene Aiko)","Omarion",70,73,68,4,70
"Come on to Me (feat. Sean Paul)","Major Lazer",37,70,89,5,38
"My Boo - Hitman's Club Mix","Ghost Town DJs",6,88,48,7,69
"Purple Lamborghini (with Rick Ross)","Skrillex",72,46,90,13,30
"Crank That (Soulja Boy)","Soulja Boy",7,73,73,9,80
"Trap Queen","Fetty Wap",1,75,87,13,82
"I Don't Get Tired (#IDGT) (feat. August Alsina)","Kevin Gates",65,49,70,17,29
"Ayo","Chris Brown",73,82,56,4,68
"Adventure of a Lifetime","Coldplay",74,64,92,4,53
"Danza Kuduro - Radio Edit","Don Omar",0,70,90,12,89
NA,NA,0,71,82,18,65
"Without Me","Eminem",11,92,66,9,66
"Safari","J Balvin",10,51,69,33,56
"Ginza","J Balvin",5,78,81,8,84
"You Know You Like It","DJ Snake",9,41,72,19,25
"Ego - Radio Edit","Willy William",0,74,92,3,56
"Show Me","Kid Ink",3,49,51,12,56
"Blueberry Yum Yum","Ludacris",39,96,64,11,34
"This Is What You Came For","Calvin Harris",79,63,93,3,46
"I Mean It (feat. Remo)","G-Eazy",74,71,56,13,14
"Beat It - Single Version","Michael Jackson",77,78,87,5,92
"Lean Back","Terror Squad",5,80,92,47,70
"Wake Me Up - Radio Edit","Avicii",25,53,78,5,64
"Helicopter - Video Edit","Martin Garrix",2,58,96,4,16
"Wizard - Radio Edit","Martin Garrix",0,56,92,5,8
"Turn It Up","Dimitri Vegas & Like Mike",0,45,94,11,31
"El Mariachi","Bassjackers",0,71,90,3,16
"Derp - Original Mix","Bassjackers",56,65,97,9,22
"Hi Life","UGK",42,66,61,20,61
"Ridin' Dirty","UGK",33,73,53,33,38
"Front, Back & Side to Side","UGK",49,82,63,10,80
"Pimpin' Ain't No Illusion (feat. Kool-Ace & Too $hort)","UGK",17,84,48,16,80
"Gone Ride With Me","Juvenile",37,71,78,5,94
"Flossin' Season","Juvenile",31,84,76,24,72
"Rich Niggaz","Juvenile",39,65,79,8,51
"Slow Motion","DJ Dow Jones",0,71,66,37,89
"Enemy Turf","Juvenile",22,79,82,18,94
"Rodeo","Juvenile",48,70,55,16,67
"Southern Hospitality (Featuring Pharrell)","Ludacris",51,62,90,25,61
"Get Back","Ludacris",57,56,64,26,18
"Saturday (Oooh! Ooooh!)","Ludacris",46,59,81,41,70
"Two Miles An Hour","Ludacris",30,53,85,32,77
"Pass Out","Ludacris",31,54,66,38,86
"Pimpin' All Over The World","Ludacris",54,50,88,30,78
"Freek-A-Leek","Petey Pablo",63,76,69,18,63
"Thug Money","Trick Daddy",5,73,57,15,82
"For All My Ladies","Trick Daddy",16,86,77,13,72
"Make 'Em Say Ugh","Master P",49,60,73,46,37
"I Miss My Homies","Master P",41,83,66,20,61
"I Need A Hot Girl","Hot Boys",47,82,80,19,65
"Ridin","Hot Boys",30,69,88,7,80
"We On Fire","Hot Boys",28,68,80,33,55
"You Dig","Hot Boys",22,75,88,24,69
"Havin Thangs","Big Mike",34,66,52,27,51
"Somethin Serious","Big Mike",22,88,69,18,77
"Anotha Day Anotha Balla","South Circle",17,70,62,30,71
"It's Going Down","South Circle",19,80,71,20,62
"Guess Who's Back","Scarface",52,74,79,31,85
"No Tears","Scarface",49,88,82,36,73
"Po Pimp","Do Or Die",51,81,43,27,65
"Player's Ball","OutKast",59,86,76,25,58
"Two Dope Boyz (In a Cadillac)","OutKast",50,81,72,29,50
"The Whole World (feat. Killer Mike)","OutKast",49,82,85,40,72
"The Whole World","OutKast",8,81,85,39,72
"They Don't Dance No Mo' (feat. Lil' Will)","Goodie Mob",36,80,67,23,32
"Fly Away","Goodie Mob",31,85,49,42,84
"See You When I See You","Goodie Mob",21,86,77,28,49
"Small Time","Lil' Troy",18,74,77,24,62
"Diamond & Gold","Lil' Troy",12,88,60,29,34
"The Trill Connection","DJ DMD",11,81,78,24,69
"Makin' Moves","DJ DMD",6,82,66,25,75
"Shinin'","DJ DMD",13,77,66,14,64
"Landmines","DJ DMD",7,81,67,14,56
"25 Lighters","DJ DMD",4,83,64,26,70
"Roll With It - Explicit Album Version","Three 6 Mafia",41,81,74,5,42
"Hard Hittaz - Explicit Album Version","Three 6 Mafia",23,79,86,9,65
"Hard Out Here for a Pimp","Three 6 Mafia",45,85,70,6,84
"Side 2 Side - feat. Bow Wow & Project Pat - Explicit","Three 6 Mafia",43,82,74,11,54
"Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version","Mystikal",42,88,90,21,75
"Shake Ya Ass","Mystikal",51,91,61,32,67
"Definition of God","Sean Price",26,44,89,36,42
"Crown of Thorns","Raekwon",12,46,84,34,60
"Visiting Hour","Raekwon",25,57,78,11,53
"What's on Your Mind","Sheek Louch",8,84,69,6,19
"Flesh","Royce Da 5'9""",27,60,90,32,78
"Brown Guys","Talib Kweli",13,70,21,24,51
"Money Dance","Rick Ross",0,68,71,15,36
"Carol City","Rick Ross",0,66,78,14,26
"One Of Us","Rick Ross",0,55,75,19,20
"Smile Mama, Smile","Rick Ross",0,52,71,11,33
"Idols Become Rivals","Rick Ross",50,48,72,62,40
"Trap Trap Trap","Rick Ross",52,73,84,31,35
"I Think She Like Me","Rick Ross",52,63,70,26,15
"Scientology","Rick Ross",41,45,84,6,44
"Hood Billionaire","Rick Ross",29,46,75,15,32
"Quintessential","Rick Ross",21,81,60,32,83
"Rich Is Gangsta","Rick Ross",0,48,74,37,32
"Nobody","Rick Ross",0,64,81,26,68
"The Devil Is A Lie","Rick Ross",1,68,83,8,61
"Sanctified","Rick Ross",0,74,52,7,23
"Blessing In Disguise","Rick Ross",0,50,71,28,46
"Pirates","Rick Ross",0,61,74,32,53
"3 Kings","Rick Ross",0,62,86,29,66
"Ashamed","Rick Ross",0,50,87,35,80
"Maybach Music IV","Rick Ross",0,31,87,7,23
"Sixteen","Rick Ross",0,63,63,9,12
"Amsterdam","Rick Ross",0,58,79,10,14
"911","Rick Ross",0,61,77,4,21
"So Sophisticated","Rick Ross",0,68,86,30,54
"Presidential","Rick Ross",0,47,78,23,19
"Touch'N You","Rick Ross",0,55,78,6,40
"Ten Jesus Pieces","Rick Ross",0,43,94,59,4
"You The Boss","Rick Ross",0,72,69,14,53
"Hold Me Back","Rick Ross",43,44,71,14,44
"Good Cop Bad Cop","Ice Cube",0,71,94,24,87
"True Colors/It's On","The Game",31,51,68,78,71
"The Juice","The Game",35,58,89,16,43
"Young Niggas","The Game",31,68,74,27,43
"The Soundtrack","The Game",30,50,84,25,17
"Baby You (feat. Jason Derulo)","The Game",39,55,70,26,49
"All Eyez (feat. Jeremih) [Bonus Track]","The Game",57,42,66,25,35
"I Grew Up On Wu-Tang","The Game",33,59,70,42,25
"92 Bars","The Game",44,51,79,31,80
"Red Nation","The Game",1,40,89,32,34
"Born In The Trap","The Game",0,68,86,22,54
"Ali Bomaye","The Game",0,38,68,43,24
"Jesus Piece","The Game",0,49,66,30,25
"Celebration","The Game",0,69,70,27,57
"I Remember","The Game",0,70,48,32,6
"A$AP Forever","A$AP Rocky",68,47,78,12,44
"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",82,85,57,14,29
"Ruckus in B Minor","Wu-Tang Clan",41,48,91,44,62
"40th Street Black / We Will Fight","Wu-Tang Clan",30,87,65,24,43
"Keep Watch","Wu-Tang Clan",40,76,67,36,48
"The Genesis of the Omega","Sean Price",24,59,73,19,51
"Pyrex","Sean Price",25,56,78,43,64
"Price & Shining Armor","Sean Price",23,39,76,33,51
"Straight Music","Sean Price",25,68,56,34,52
"Hush","Sean Price",16,35,88,60,66
"Solomon Grundy","Sean Price",18,45,87,21,45
"BBQ Sauce","Sean Price",21,46,88,41,66
"Battering Bars","Sean Price",17,59,85,35,72
"APESHIT","The Carters",67,71,78,27,38
"Very Special","Wiz Khalifa",46,82,73,39,44
"Mr. Williams (feat. THEMXXNLIGHT & Curren$y) / Where is the Love","Wiz Khalifa",49,59,70,26,30
"BLACK EFFECT","The Carters",48,50,69,45,51
"LOVEHAPPY","The Carters",50,65,91,23,58
"Gonna Miss You","Rapsody",28,52,88,38,72
"Crown","Rapsody",27,52,74,38,31
"Tina Turner","Rapsody",26,55,75,29,59
"Tree of Life","Ab-Soul",36,49,62,40,37
"Laila’s Wisdom","Rapsody",36,42,74,34,36
"Power","Rapsody",42,44,85,49,60
"Sassy","Rapsody",30,78,65,16,55
"Black & Ugly","Rapsody",31,68,70,40,61
"The Drums (feat. Heather Victoria)","Rapsody",16,62,73,42,60
"Ballin' Hot (Prod. by Khrysis)","Rapsody",5,63,69,52,79
"Rollercoaster - Bonus Track (Explicit)","Ludacris",28,39,68,31,42
"Feelin' So Sexy","Ludacris",26,46,68,42,39
"That New York","Fredro Starr",13,54,65,32,12
"Everyday Hell","Fredro Starr",14,77,55,9,27
"The Truth","Fredro Starr",7,44,76,24,32
"This Ain't My Day","Fredro Starr",9,76,71,12,40
"My Universe","La Coka Nostra",32,36,98,39,22
"Creed Of The Greedier","La Coka Nostra",38,53,90,19,75
"<U+05D4><U+05DE><U+05D5><U+05E1><U+05D3>","La Coka Nostra",36,59,93,8,33
"Mind Your Business","La Coka Nostra",32,52,86,39,66
"Electronic Funeral","La Coka Nostra",26,39,90,34,55
"Letter To Ouisch","La Coka Nostra",22,34,89,19,24
"The Eyes Of Santa Muerte","La Coka Nostra",27,55,80,10,39
"Murder World","La Coka Nostra",27,54,90,28,66
"The Lion Roars","Stephen Marley",1,58,81,8,54
"The Lion Roars - Mayfield Version","Stephen Marley",0,60,81,8,93
"Wavybone","A$AP Rocky",57,70,64,32,38
"Angels","A$AP Rocky",1,78,75,9,52
"M'$ (feat. Lil Wayne)","A$AP Rocky",56,78,63,27,18
"Lord Pretty Flacko Jodye 2 (LPFJ2)","A$AP Rocky",68,49,72,11,6
"Electric Body","A$AP Rocky",62,90,60,5,53
"Power Up","Noke D, D-Gotti, D-Reck, Tyte Eyes & Mike D",0,91,78,30,90
"Who Dat Mad","Big Steve",9,76,56,31,55
"Rubber Band Man","T.I.",53,60,77,39,63
"Choppaz","Big Moe featuring D-Gotti, Noke D & D-Wreck",0,90,40,27,60
"Comin' Out Hard","8Ball & MJG",37,88,56,25,74
"Head Motion","Wreckshop Family",0,79,56,15,75
"It Was All a Dream","DJ Screw & The Screwed Up Click",2,50,74,21,89
"City Of Syrup","Big Moe",0,89,44,12,40
"I Must Be High","South Park Mexican",13,81,62,13,30
"Confidential Playa","Big Moe",7,85,64,16,87
"Tops Drop","Fat Pat",0,91,46,13,61
"The Way We Ball","Lil' Flip",42,59,64,47,55
"I'm Going to Live My Life","DJ Screw & The Screwed Up Click",2,40,84,70,77
"Heart Of A Hustler","Fat Pat",0,74,65,27,68
"Where I’m From - (Huggin’ Da Block) Feat. Z-ro","Big Pokey",12,79,65,40,77
"All About My Doe - Feat. Ronnie Spencer & Fat Pat","Pymp Tyte",22,80,81,15,86
"What’s Happen","Big Steve",11,45,70,66,38
"Hell Yeah - Feat. D-wreck & Tyte Eyez","Big Moe",19,61,89,28,79
"I'm Bout It, Bout It","TRU",35,42,66,32,50
"Fat Freestyle","Fat Pat",3,69,59,32,61
"The Screwed Up Click","DJ Screw & The Screwed Up Click",0,51,72,21,98
"Pimp Tha Pen","DJ Screw",44,83,54,33,56
"Anythang","Devin The Dude",30,69,66,5,16
"Payin' Dues","Big Moe featuring Z-Ro",0,55,85,28,72
"The Way You Make Me Feel","DJ Screw & The Screwed Up Click",10,70,68,48,48
"Turn It Up","Chamillionaire",49,86,77,27,69
"Drop Yo Top","E.S.G. featuring Big Moe",0,78,79,40,76
"Wanna Know Who You Are","DJ Screw & The Screwed Up Click",8,49,61,11,34
"Sailin Da South","DJ Screw",38,72,55,25,43
"Barre Baby","Big Moe featuring Ronnetta Spencer",0,77,42,21,84
"If You Only Knew - Feat. Celicia Ward","Fat Pat",30,78,65,17,78
"Jammin Screw","Fat Pat",27,84,61,13,75
"N Luv Wit My Money","Paul Wall",3,84,59,38,71
"Full Time Player","Fat Pat",0,78,70,10,69
"Just A Dog","Big Moe",44,63,67,19,79
"Body Roc","Fat Pat",33,73,58,14,47
"Can You Feel Me Now","DJ Screw & The Screwed Up Click",4,69,51,7,40
"I'm Me","Lil Wayne",46,46,82,27,24
"Money On My Mind","Lil Wayne",51,54,77,37,66
"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",84,90,66,29,39
"Sold Out Dates (feat. Lil Baby)","Gunna",5,82,55,12,32
"What I Did (feat. Kevin Gates)","Yella Beezy",58,45,68,22,30
"Heartless (feat. Rick Ross & Bigga Rankin)","YFN Lucci",57,69,72,22,33
"Thick (feat. 2 Chainz)","O.T. Genasis",50,84,80,8,58
"Drop It Off (Feat. Eva Trill)","Gucci Mane",20,79,43,7,20
"Trap House","Gucci Mane",35,86,55,20,33
"SportsCenter","Gucci Mane",20,56,42,50,38
"Who, Want, War","Pastor Troy",15,56,84,20,43
"Where Them Niggaz At?","Pastor Troy",9,81,87,25,56
"Equipped in This Game?","Pastor Troy",12,73,83,22,68
"Dis Morning","Rocko",34,41,70,20,49
"Let Me Get Em","Soulja Boy",28,65,90,45,70
"6 Minutes (feat. Lil' Wayne & Fabolous)","Cassidy",32,40,96,47,37
"Superhero","Tapemasters Inc and Gucci Mane",11,71,85,31,62
"Yeen Hard","T-Rock",1,68,58,15,51
"Blah Blah Blah","Rich Homie Quan",40,70,39,28,37
"Tell Em","Rich Homie Quan",43,53,63,17,30
"Foot Soldier","Rich Homie Quan",31,77,56,36,54
"Make It Rain","Fat Joe",54,74,70,20,77
"Swing My Door","Gucci Mane",42,75,49,8,24
"I Luv This Shit","August Alsina",61,64,59,28,40
"Mister (feat. 21 Savage)","Young Nudy",52,77,59,20,23
"Bottom Of The Map","Jeezy",32,75,68,28,71
"Undertaker (feat. Young Buck, Young Dro & DJ Drama)","T.I.",33,62,77,35,57
"Murder Man","Pastor Troy",47,71,76,8,24
"Yeah!!!","Pastor Troy",3,72,89,11,57
"Well Uh Huh","Pastor Troy",4,68,75,26,34
"Street Law","Pastor Troy",3,80,82,23,33
"No Mo Play In GA","Pastor Troy",6,80,90,20,94
"Ridin Big","Pastor Troy",5,65,83,23,64
"Tell 'Em I Said That","T.I.",35,32,87,32,42
"Raw","T.I.",33,63,78,24,54
"Told You So","T.I.",28,58,94,44,64
"Cry Me a River","Justin Timberlake",74,62,65,18,56
"My Love (feat. T.I.)","Justin Timberlake",70,77,68,22,81
"LoveStoned / I Think She Knows Interlude","Justin Timberlake",51,86,71,6,85
"Rider","Future",32,64,68,12,34
"Intro","DJ Drama",19,46,82,38,39
"Make No Sense","YoungBoy Never Broke Again",84,88,73,33,96
"No Smoke","YoungBoy Never Broke Again",69,66,74,31,80
"Good Drank","2 Chainz",63,84,78,24,37
"Here I Go (feat. Young Dro, Shad Da God, T.I., Spodee, Mystikal)","Hustle Gang",39,86,78,8,65
"Ran off on Da Plug Twice","Plies",53,87,44,30,40
"Top Back - Remix","T.I.",35,61,72,26,49
"Throw Your Flags Up","Pastor Troy",3,29,88,34,35
"Campfire Cologne","Demun Jones",41,64,82,16,51
"Old Train (feat. Struggle Jennings)","Adam Calhoun",33,61,60,30,37
"Crossroads","Adam Calhoun",0,77,51,9,36
"Born Alone","Adam Calhoun",0,55,46,7,30
"Hourglass (feat. Struggle)","Upchurch",33,65,53,34,38
"The Old Days (feat. Justin Adams)","Upchurch",59,62,54,3,22
"Red White and Blue Jeans","Upchurch",43,55,92,8,76
"Rolling Stoned","Upchurch",65,74,51,8,20
"Livin' in a Country Song","Upchurch",46,58,70,4,63
"Tonight","Upchurch",52,51,58,4,4
"Tennessee Dreamin","Upchurch",40,68,70,4,35
"Loveless (feat. Robert James)","Upchurch",40,61,55,17,52
"Radio Jam","Upchurch",41,56,61,4,28
"Buzz Won't Last","Upchurch",42,58,87,4,79
"Lord Knows (feat. Justin Adams)","Upchurch",44,77,77,9,68
"How High","Upchurch",41,72,53,3,56
"Dirty South","Upchurch",55,58,46,3,36
"Bells","Upchurch",41,53,80,4,54
"Phantom of the Pines","Upchurch",40,45,85,5,39
"Smilin","Demun Jones",0,44,80,15,39
"God's Work","Demun Jones",0,52,54,20,53
"My Neck of the Woods","Upchurch",58,71,46,9,32
"No One","Upchurch",42,68,60,9,40
"Cowboy","Upchurch",54,81,48,4,4
"Lake House","Demun Jones",32,71,74,5,96
"Feeling Good","Demun Jones",51,72,64,4,64
"Paradise","Demun Jones",27,75,67,6,81
"The Beard Song","Demun Jones",28,49,51,4,42
"Death Before Dishonor","Jelly Roll",43,66,70,16,33
"Fifty","Franklin Embry",45,74,62,3,50
"The Dance","Struggle Jennings",49,60,73,13,43
"Same Asshole","Jelly Roll",58,70,74,10,47
"No Worries","Jelly Roll",35,72,52,18,28
"Double Crown","Jelly Roll",42,73,58,4,11
"Train Tracks (feat. Struggle)","Jelly Roll",56,70,72,5,53
"In It for Yourself","Jelly Roll",28,58,78,7,36
"They Don't Love Me","Jelly Roll",26,63,78,6,66
"Killin' Me","Jelly Roll",42,61,67,3,25
"Lose Your Soul","Jelly Roll",30,62,85,10,47
"Dearly Departed","Jelly Roll",44,80,65,11,53
"Cowboys","Jelly Roll",54,69,67,9,48
"Long Long Time","Jelly Roll",37,57,70,17,28
"Be That Way","Jelly Roll",39,67,67,6,37
"Proud","Jelly Roll",38,75,68,4,26
"Fall in the Fall","Jelly Roll",61,71,78,5,37
"Can't Go Home","Jelly Roll",51,69,73,10,32
"Smoking Section","Jelly Roll",54,66,54,5,24
"I'm Still Here (feat. Corey Crowder)","SMO",21,84,57,28,93
"Livin A Country Song (feat. Corey Crowder)","SMO",24,56,84,26,91
"Cause We Can","SMO",19,66,73,16,46
"One (feat. Jay Allen)","SMO",25,73,75,13,70
"When I'm Gone","I4NI",44,68,58,11,48
"1965","Danny Boone",46,54,83,4,74
"All They Wanna Hear","Danny Boone",27,59,64,6,74
"Down to the River","Danny Boone",20,63,77,4,78
"My Small Town","Danny Boone",30,52,69,3,65
"Don’t Take the Whiskey from Me","Danny Boone",38,63,65,3,41
"Who I Am","Danny Boone",21,57,62,3,34
"From the Radio","Danny Boone",21,64,72,4,71
"Raise a Toast","Danny Boone",21,55,58,3,54
"Let's Get Lost","Jelly Roll",28,51,76,4,51
"Sunday Morning","Jelly Roll",31,66,83,27,54
"Drowning Tonight","Jelly Roll",29,65,65,13,44
"Whatcha Waiting For","Jelly Roll",28,73,53,10,34
"Just Another Thing (feat. Crucifix)","The Lacs",54,77,68,7,48
"Poor Man's Mansion","Jelly Roll",35,58,75,22,49
"New Orleans","Jelly Roll",40,75,66,15,26
"Love is a War","Jelly Roll",42,64,43,11,25
"Shot Through the Heart","Jelly Roll",36,68,57,26,34
"Take it Slow","Jelly Roll",34,71,82,12,53
"Answer to No One (feat. JJ Lawhorn)","Colt Ford",58,47,87,10,52
"Only","Jelly Roll",59,70,74,3,48
"California","Jelly Roll",54,71,75,5,52
"Fly Away","CRUCIFIX",35,76,58,4,54
"Long Road","Big Matt",45,84,67,4,38
"Bourbon Blues (feat. Jason Hust)","Franklin Embry",32,66,61,7,52
"Drivin’ Around Song (feat. Jason Aldean)","Colt Ford",57,61,71,4,52
"Hard 2 Love","Haystak",43,79,69,17,76
"Steer Clear","Upchurch",53,81,66,10,39
"Animal","Upchurch",42,55,73,4,50
"Gassed Up","Upchurch",41,57,81,5,59
"Ghost Ranch","Upchurch",52,60,74,3,35
"Alcoholic Shrink","Upchurch",40,67,75,4,46
"Hillbilly Psycho","Upchurch",42,47,74,9,28
"Forever Fame","Upchurch",39,49,65,3,31
"Legend of the South","Upchurch",42,71,88,5,46
"Dirty Elvis","Upchurch",40,67,82,3,55
"Like Father, Like Son","Struggle Jennings",47,61,66,4,21
"One Shot","Struggle Jennings",43,76,70,4,17
"The Struggle Is Real","Struggle Jennings",54,72,72,4,6
"Outlaw Shit (feat. Waylon Jennings & Yelawolf)","Struggle Jennings",52,64,69,4,32
"Lady Karma","Sonny Bama",38,61,65,19,50
"Darlin Angel (feat. Upchurch)","Bottleneck",40,73,61,8,89
"Livin' on Closing Time","Bottleneck",18,52,72,3,37
"Country to the City (feat. Jg Made Um Look)","Bubba Sparxxx",46,91,55,20,38
"Spud Webb","Danny Boone",24,70,70,7,57
"Echoes","Jelly Roll",42,61,68,24,52
"Bartender Song (Sittin' at a Bar) (Remix) [feat. Cypress Spring]","Danny Boone",36,48,59,6,54
"We The People","Colt Ford",13,57,70,4,80
"Back (with Jake Owen)","Colt Ford",46,54,74,3,60
"In My Hood","50 Cent",1,80,72,30,49
"Where The Hood At","DMX",66,54,95,36,79
"Hustlin'","Rick Ross",67,50,65,30,65
"We Right Here","DMX",0,77,68,14,64
"No Games","Rick Ross",42,76,83,5,35
"So Sophisticated","Rick Ross",1,69,87,28,56
"Best For You","Lil Muk",48,52,51,31,32
"Layaway","Alexander Lewis",52,81,42,26,20
"Talk To Me","F$O Dinero",21,79,61,22,51
"You Tried It","City Girls",62,85,73,30,62
"ARROGANT AMERiCAN FREESTYLE - REMIX","Riff Raff",48,61,96,35,68
"Woah","Lil Baby",88,88,60,24,43
"Costa Rica","Bankrol Hayden",67,90,48,42,68
"Pinocchio","Ron Suno",64,86,64,48,76
"Fell In Love","Maredatruth",39,90,63,7,89
"Step Harder","Yungeen Ace",65,82,65,43,36
"My Gun Go Off","50 Cent",0,63,76,28,28
"Jimmy Neutron","ABG Neal",46,83,79,36,96
"Nun 2 Fuck Wit (feat. Young Dolph)","1PLAYY",55,87,50,15,13
"Fake Bitches","Justina Valentine",24,91,72,21,45
"I Smell Pussy","G-Unit",1,81,79,22,74
"Hustle","Billy Marchiafava",60,79,63,32,38
"Gryndin (feat. Young Marco)","Jae Mansa",45,62,82,24,53
"McQueen","TrifeDrew",59,69,69,16,58
"I Don't Dance","DMX",56,70,92,13,54
"Downfall","Mikey Polo",38,94,66,15,68
"Trapper of the Year","PashaPG",0,65,50,19,38
"Remember Me","DA Image",34,57,74,19,74
"Chase The Money","E-40",63,89,78,29,23
"Surrounded By Hoes","50 Cent",30,74,61,32,81
"Floor Seats","Moxas",48,74,45,12,18
"I Got Swag","50 Cent",0,63,87,33,51
"Old Me","Michael Kraun",35,75,68,11,17
"Baby By Me","50 Cent",1,60,90,9,42
"Outta Control - Remix","50 Cent",1,77,60,26,54
"Making Moves","YBS Skola",43,86,53,39,60
"If I Can't","50 Cent",0,88,64,33,84
"Close To Me","G-Unit",0,73,74,24,28
"Communicating","YBS Skola",38,86,55,34,75
"Just A Lil Bit","50 Cent",2,70,68,33,53
"Disco Inferno - Live from Sessions @ AOL","50 Cent",0,83,55,24,61
"In Da Club","50 Cent",1,91,72,32,77
"Candy Shop","50 Cent",7,58,57,43,73
"A Little More","Moosh & Twist",36,77,78,4,18
"High All The Time","50 Cent",52,66,91,29,50
"Handsome","Rafi Malice",38,78,57,5,32
"Drop It Like It's Hot","Snoop Dogg",7,91,55,20,62
"Youth Memories","Fljúga",56,68,36,4,16
"Eyes Closed","Curren$y",38,75,69,15,67
"Collapse - G-Unit Freestyle","G-Unit",0,47,57,40,43
"Professor the Teacher","Gyyps",32,72,27,17,19
"Hate It Or Love It","The Game",47,80,78,21,42
"Push It","Rick Ross",59,66,76,24,77
"Poppin' Them Thangs","G-Unit",2,77,81,20,93
"'Till I Collapse","Eminem",16,55,85,20,10
"Cleanin' Out My Closet","Eminem",5,91,76,15,87
"BADU","Phay",27,64,60,18,20
"Flowers","Jacob Tillberg",50,75,65,3,47
"Westside Story","The Game",2,88,65,28,96
"Lose Yourself - Soundtrack Version","Eminem",8,69,75,26,7
"I Like The Way She Do It","G-Unit",0,49,80,33,26
"Boomin","Moosh & Twist",31,82,54,6,15
"Outlaw","50 Cent",0,64,60,39,15
"So Seductive","Tony Yayo",0,57,87,22,71
"Low Low","Kuda",37,81,65,19,61
"Forgot About Dre","Dr. Dre",16,92,74,8,60
